mall_name,reviewer_name,rating,review_time,helpful_count,owner_reply,cleaned_text,review_datetime,review_date
"Vincom Mega Mall Times City, Hà Nội",2Giap Pham,5,một năm trước,0,,"khu mua sắm, đại siêu thị khổng lồ giữa lòng khi đô thị hiện đại bậc nhất thủ đô. tiếc là mình nghèo quá. không có tiền mua nhiều thứ.",2025-04-14 23:01:42.396250,2025-04-14
"Vincom Mega Mall Times City, Hà Nội",Vũ Thu (Bình Bảo Bảo),5,3 năm trước,0,,"không gian rất hiện đại và rộng rãi , vé thủy cung 200k ng khá đắt",2023-04-14 23:01:42.396250,2023-04-14
"Vincom Mega Mall Times City, Hà Nội",Thao Thanh,5,một năm trước,0,,"gia đình mình rất hay vào vincom times city để ăn uống và mua sắm, trong này rộng và có rất nhiều thương hiệu. mình hay mua tinh dầu lăn, cao dán thải độc và túi chườm thảo mộc cho bố mẹ ở quê, vì ông bà hay bị đau xương khớp và mất ngủ nên mình thấy sản phẩm này rất hữu ích. mình hay mua của gian hàng atz organic",2025-04-14 23:01:42.396250,2025-04-14
"Vincom Mega Mall Times City, Hà Nội",Hoàng Biểu,4,3 năm trước,0,,"đường vào được trang trí bằng dàn ánh sáng khá là đẹp. rất nhiều gia đình và các bạn trẻ cũng đến check in, chụp hình các kiểu",2023-04-14 23:01:42.396250,2023-04-14
"Vincom Mega Mall Times City, Hà Nội",Hường Nguyễn,4,9 tháng trước,0,,"lần đầu tiên tới cảm thấy thú vị và hấp dẫn , phù hợp cho cả người lớn và trẻ em. địa điểm vui chơi tuyệt vời",2025-07-14 23:01:42.396250,2025-07-14
"Vincom Mega Mall Times City, Hà Nội",Phạm Trung Dũng,4,4 tháng trước,0,,"trung tâm thương mại lớn của vin nơi đây bày bán rất nhiều mặt hàng thời gian, gia đình và có thuỷ cung ở tầng 1 được khá nhiều người tới đây mua sắm và xem thuỷ cung",2025-12-14 23:01:42.396250,2025-12-14
"Vincom Mega Mall Times City, Hà Nội",Thành Hồ,1,4 tháng trước,0,,"trung tâm thương mại lớn nhưng lại không có thang máy để do chuyển, gia đình có em bé nên cân nhắc vì không có thang máy để đẩy xe em bé di chuyển xuống dưới",2025-12-14 23:01:42.396250,2025-12-14
"Vincom Mega Mall Times City, Hà Nội",Hà Nguyễn,5,2 năm trước,0,,"xung quanh khu này đều của vingroup cả, rất nhiều chung cư luôn, rất là tiện ích. một trong những đặc điểm thu hút khách hàng tới vincom times city là khu mua sắm sầm uất với sự quy tụ của hơn 300 nhãn hàng trong và ngoài nước. đó là h m, mango, sixdo, g2000, pedro, fila, pandora hay những thương hiệu nổi bật của việt nam như bò sữa by boo, canifa, ivy moda, g2000,. các gian hàng tại đây đều được quy hoạch tại những khu vực riêng với tên gọi độc đáo như đường thời đại, đường tương lai. ngoài lĩnh vực thời trang, mỹ phẩm, nội thất, khách hàng còn có thể lựa chọn đa dạng các loại thực phẩm với nguồn gốc xuất xứ rõ ràng tại siêu thị winmart times city. khách hàng đến trung tâm thương mại vào những dịp lễ hội sẽ được tận hưởng nhiều chương trình khuyến mãi hấp dẫn tại các gian hàng này.",2024-04-14 23:01:42.396250,2024-04-14
"Vincom Mega Mall Times City, Hà Nội",GWEN,1,5 tháng trước,0,,"đánh giá 1 sao này là cho thái độ của 1 cô nhân viên vệ sinh áo vàng . ngày 14 10 mình có qua trung tâm thương mại và đang từ dưới hầm gửi xe không biết lên trung tâm thương mại đường nào, tính hỏi người khác thì thấy có 1 cô áo vàng làm vệ sinh gần chỗ mình đứng, thì mình có lại hỏi rất lịch sự, rất bình thường cô ơi cô cho con hỏi xíu thì cô nghe thấy cô quay lại nhìn rồi nhưng vẫn mở cửa ra, đi vào, đóng cửa lại cái rầm. mình kiểu? mình đơ cái mặt mình ra luôn?",2025-11-14 23:01:42.396250,2025-11-14
"Vincom Mega Mall Times City, Hà Nội",Hiếu Phạm,4,3 năm trước,0,,"vincom mega mall times city là trung tâm mua sắm dưới lòng đất rất rộng, sạch sẽ, thoáng mát, nhiều nhãn hàng nổi tiếng từ bình dân đến cao cấp. giá cả các mặt hàng tương đối cao nên mua vào mùa sale.",2023-04-14 23:01:42.396250,2023-04-14
"Vincom Mega Mall Times City, Hà Nội",Tuyet Luong,5,một năm trước,0,,"nhiều chỗ ăn và vui chơi cho trẻ em. không gian rộng rãi thoáng mát, sạch sẽ",2025-04-14 23:01:42.396250,2025-04-14
"Vincom Mega Mall Times City, Hà Nội",Đạt Trần,5,6 tháng trước,0,,"trung tâm thương mại đẹp, rộng, tuy nhiên cuối tuần mà vẫn thấy hơi vắng, đặt biệt có thủy cung phù hợp cho các bé nhỏ.",2025-10-14 23:01:42.396250,2025-10-14
"Vincom Mega Mall Times City, Hà Nội",Hà Xuân Nguyễn,5,8 tháng trước,0,,"đa dạng từ highend tới bình dân, tự do mua sắm, cả đồ ăn quần áo khu vui chơi trải nghiệm rất ổn",2025-08-14 23:01:42.396250,2025-08-14
"Vincom Mega Mall Times City, Hà Nội",Vanha,5,2 năm trước,0,,"trung tâm thương mại times city nằm dưới lòng đất tại khu đô thị times city. rất hài lòng với các dịch vụ ở đây chủ yếu cho người trẻ tuổi chơi, gửi xe dưới hầm giá khá rẻ cho vài giờ đầu. nếu đi đường cổng chính đi bộ thì hai bên hồ có đài phun nước, cổng được trang trí khá đẹp, nhớ đi buổi tối. có nhiều quán ăn ngon nhưng giá không rẻ. khu mua sắm có nhiều nhãn hàng, giá không rẻ. có cái vinmart to bự, giá khá phải chăng. xem phim thì có rạp cgv, ngắm cảnh thì có thủy cung. đi cẩn thận lạc đường thì cứ hỏi bảo vệ nhé. có đủ chỗ xem phim, trượt, biển nhân tạo hi vọng sẽ có cập nhập thêm nhiều điều mới trong tương lai",2024-04-14 23:01:42.396250,2024-04-14
"Vincom Mega Mall Times City, Hà Nội",Lecky Nguyen,4,một tháng trước,0,,phù hộ là điểm mua sắm giải trí gia định cuối tuần,2026-03-14 23:01:42.396250,2026-03-14
"Vincom Mega Mall Times City, Hà Nội",Phạm Quang Giới,5,2 năm trước,0,,hiện đại và đẹp . time city là một đô thị đăng cấp ngay trong lòng hà nội . tiện ích nhiều,2024-04-14 23:01:42.396250,2024-04-14
"Vincom Mega Mall Times City, Hà Nội",Quỳnh anh Phan,1,7 tháng trước,0,,"một trải nghiệm cực kỳ tệ vào ngày quốc khánh. sáng ngày 2 9 mình cùng gđ đến cgv ở time để xem trực tiếp lễ diễu binh, mọi thứ rất tuyệt vời cho đến lúc mình đi về. lúc đó là khoảng hơn 9h lúc mình xuống hầm lấy xe đi về thì cái cửa tầng hầm ở ngay gần rạp khoá cửa nên mình quay ngược lên và gặp được 1 chị lao công đang lau dọn ở đó và mình định hỏi đường xem có lối xuống tầng hầm nào khác gần đây mà không khoá khong, mình chưa kịp hỏi mới gọi chị ơi tiến lại chưa kịp đến chỗ chị ý lau chị gái đó đã quát vào mặt mình đã bảo là đường trơn cứ đi lại đây làm cái gi ? nói với cái giọng hằn học trong khi mình chưa làm gi cả. mình có nói giải thích lại là mình không định đi vào đó và chỉ định hỏi đường thôi, chưa cần biết mình hỏi cái gi chị quát lên là đóng cửa rồi 9r mới mở cửa quát lớn và giọng rất khó chịu? mình thực sự không hiểu ai trao cho chị ý cái quyền quát nạt khách hàng mặc dù việc mình hỏi đường rất bình thường không có gì khó khăn cả. sau đó mình gặp một chị khác để hỏi đường chị ý đã chị dẫn rất nhẹ nhàng và nhiệt tình. cùng là con người có quyền bình đẳng như nhau, mình chưa nói đến vấn đề nhân viên phải như nào với khách hàng mà là một người bình thường với bình đối nhân xử thế với nhau lịch sự văn minh, chị không biết thì chị nói chị không biết hỏi ng khác hoặc chị biết thì chị chỉ em cảm ơn, chứ đừng làm cái kiểu hằn học rồi quát vào mặt người khác một cách vô lý như thế. hãy cư xử cho xứng đáng là người lớn.",2025-09-14 23:01:42.396250,2025-09-14
"Vincom Mega Mall Times City, Hà Nội",Thien Hoang,5,5 tháng trước,0,,"một khu trung tâm thương mại dưới tầng hầm rất rộng và có đầy đủ các tiện ích cho cư dân times từ siêu thị, nhà sách, thủy cung, shop quần áo, hàng quán ăn uống, khu vui chơi cho trẻ em, rạp chiếu phim, bowling, vv",2025-11-14 23:01:42.396250,2025-11-14
"Vincom Mega Mall Times City, Hà Nội",Cao Quốc Tuấn,5,3 năm trước,0,,khu vui chơi đẳng cấp với nhiều tiện ích. ở đây trẻ em có nhiều khu vui chơi như thủy cung hay fun kids.,2023-04-14 23:01:42.396250,2023-04-14
"Vincom Mega Mall Times City, Hà Nội",Duy Nguyen,5,7 tháng trước,0,,"times city megamall thật sự là thiên đường mua sắm và giải trí ở hà nội. không gian rộng, sạch sẽ, trang trí hiện đại, đi vào mùa nào cũng thấy mát lạnh dễ chịu. ở đây có đủ từ siêu thị, nhà hàng, quán café, rạp chiếu phim đến khu vui chơi trẻ em nên cả gia đình đi đều phù hợp. điểm mình thích nhất là thủy cung vinpearl aquarium, rất đẹp và nhiều loài sinh vật biển hiếm, trẻ con mê tít. cuối tuần hơi đông nhưng dịch vụ vẫn khá ổn. nói chung nếu muốn shopping kết hợp giải trí thì times city là lựa chọn lý tưởng.",2025-09-14 23:01:42.396250,2025-09-14
"Vincom Mega Mall Times City, Hà Nội",Tiep Nguyen,4,6 tháng trước,0,,"vincom mega mall times city mang lại cảm giác sang trọng và hiện đại ngay từ lúc bước vào. không gian rất rộng, sáng sủa, được chia thành nhiều khu riêng biệt nên dễ dàng tìm được thứ mình cần, từ mua sắm, ăn uống cho tới vui chơi giải trí. ẩm thực ở đây khá đa dạng, có cả các thương hiệu nổi tiếng lẫn những quán ăn phù hợp với gia đình. điểm nổi bật nhất phải kể đến khu thủy cung và khu vui chơi vinke dành cho trẻ em, rất hấp dẫn và mang tính giáo dục cao, nên cực kỳ phù hợp để đi cùng gia đình có trẻ nhỏ. ngoài ra, rạp chiếu phim, khu mua sắm và các tiện ích khác đều hiện đại và được duy trì sạch sẽ. với vị trí thuận tiện và tổ hợp dịch vụ phong phú, times city chắc chắn là một trong những trung tâm thương mại đáng trải nghiệm nhất tại hà nội, phù hợp cho cả mua sắm, giải trí và thư giãn cuối tuần.",2025-10-14 23:01:42.396250,2025-10-14
"Vincom Mega Mall Times City, Hà Nội",H,2,6 tháng trước,0,,"mall khá cũ, thiết kế lỗi thời. hầm gửi xe chật và thấp, chỉ dẫn không logic, gây rối. nếu đi xem phim cgv muộn thì sẽ khó tìn được đường ra vì không có chỉ dẫn rõ ràng hay đường đi riêng cho rạp. nhân viên không nhiệt tình lắm. rất mong bql sẽ đi học hỏi kinh nghiệm làm biển chỉ dẫn và dịch vụ như của lotte hoặc aeon mall.",2025-10-14 23:01:42.396250,2025-10-14
"Vincom Mega Mall Times City, Hà Nội",Vân Tu Tích,1,4 tháng trước,0,,"mấy chị gái chăm sóc khách hàng của vincom này thái độ không có tý niềm nở nào, hỏi 1 câu trả lời như người ta mắc nợ gì mình vậy, nhất là chị gái da ngăm ngăm mặt quắt quắt ngồi quầy trực",2025-12-14 23:01:42.396250,2025-12-14
"Vincom Mega Mall Times City, Hà Nội",Chien Nguyen,5,3 năm trước,0,,"trung tâm thương mại times city nằm dưới lòng đất tại khu đô thị times city. không gian rất rộng rãi, gửi xe phải chú ý số cột để quay lại tìm. giá vé gửi xe ô tô là 20 nghìn đồng 1 giờ. trung tâm có nhiều gian hàng mua sắm, quán ăn uống, khu vui chơi trẻ em. nếu đưa trẻ em vào đây chơi cả ngày không đi hết",2023-04-14 23:01:42.396250,2023-04-14
"Vincom Mega Mall Times City, Hà Nội",Doanh Do,5,một năm trước,0,,"vincom mega mall times city ở tầng hầm b1 của 11 toà nhà từ t1 t11 trong khu đô thị times city hà nội,",2025-04-14 23:01:42.396250,2025-04-14
"Vincom Mega Mall Times City, Hà Nội",MINH ANH PHAM,5,10 tháng trước,0,,"nhiều tiện ích, gần trung tâm, thích hợp gia đình vui chơi, các e nhỏ tham gia trải nghiệm, mua sắm, xem phim, ăn uống, siêu thị đủ cả",2025-06-14 23:01:42.396250,2025-06-14
"Vincom Mega Mall Times City, Hà Nội",Vũ Chí Thiện (ChikoPlus),5,Thời gian chỉnh sửa: 3 năm trước,0,,"gửi xe dưới hầm giá khá rẻ cho vài giờ đầu. nếu đi đường cổng chính đi bộ thì hai bên hồ có đài phun nước, cổng được trang trí khá đẹp, nhớ đi buổi tối. có nhiều quán ăn ngon nhưng giá không rẻ. khu mua sắm có nhiều nhãn hàng, giá không rẻ. có cái vinmart to bự, giá khá phải chăng. xem phim thì có rạp cgv, ngắm cảnh thì có thủy cung. đi cẩn thận lạc đường thì cứ hỏi bảo vệ nhé.",2023-04-14 23:01:42.396250,2023-04-14
"Vincom Mega Mall Times City, Hà Nội",Fini Co,5,5 tháng trước,0,,"nhân viên thông nhiệt tình , đồ ăn ngon , quầy line ra nhanh nhà hàng sạch sẽ",2025-11-14 23:01:42.396250,2025-11-14
"Vincom Mega Mall Times City, Hà Nội",VINHOME CẦN GIỜ,5,2 tháng trước,0,,điểm mua sắm vui chơi cuỗi tuần. hiện tại thêm rất nhiều trò chơi,2026-02-14 23:01:42.396250,2026-02-14
"Vincom Mega Mall Times City, Hà Nội",Nguyệt Vương Ánh,4,một năm trước,0,,"đẹp mình đi làm bằng lối trung tâm thương mại rất đẹp điểm trừ chủ yếu quán lẩu nướng, steak, trà sữa,. mình hơi khó tìm được 1 quán tầm trung ở đây. nhưng vì đây là trung tâm thương mại nên đắt cũng phải có quán kẹo hulu khá giống tq. khuyến khích nên chọn vị sơn trà vị chua chua ngọt ngọt bùi bùi ngon hơn vị dâu với còn lại ạ",2025-04-14 23:01:42.396250,2025-04-14
"Vincom Mega Mall Times City, Hà Nội",do quyet thang,5,7 tháng trước,0,,"vincom mega mall times city là một trong những trung tâm thương mại lớn nhất và hiện đại nhất ở hà nội. với diện tích lên đến hơn 230.000 m2 trong khu đô thị times city, đây là một trong những địa điểm mua sắm, giải trí và ẩm thực lý tưởng nhất tại việt nam.tại đây, bạn có thể tìm thấy hầu hết các thương hiệu hàng đầu của việt nam và thế giới. từ thời trang, giày dép, phụ kiện, đồ điện tử, đồ gia dụng, đồ nội thất, đến các sản phẩm độc đáo và lạ mắt. với mức giá cạnh tranh và chất lượng sản phẩm được đảm bảo, vincom times city sẽ đáp ứng được nhu cầu mua sắm của mọi khách hàng. ngoài ra, trung tâm thương mại này còn có hệ thống ẩm thực phong phú và đa dạng. với nhiều nhà hàng, quán ăn, quán cà phê và các quầy ăn nhỏ. tại đây, bạn có thể thưởng thức các món ăn đặc trưng của việt nam và các nền văn hóa khác. đồng thời bạn còn được phục vụ bởi đội ngũ nhân viên chuyên nghiệp và tận tâm. để đáp ứng nhu cầu giải trí và thư giãn của khách hàng, trung tâm thương mại còn có rạp chiếu phim hiện đại với nhiều phòng chiếu đa dạng, phòng chơi game, khu vui chơi giải trí cho trẻ em, phòng tập thể dục và thể thao, bể bơi, sân tennis, và nhiều tiện ích khác. tất cả đều được thiết kế theo tiêu chuẩn cao cấp và đem lại trải nghiệm tuyệt vời cho khách hàng. hơn nữa, vincom mega mall times city còn có một hệ thống an ninh đảm bảo, giúp cho các khách hàng cảm thấy yên tâm và an toàn khi mua sắm và giải trí tại đây.với không gian rộng lớn và thiết kế hiện đại, khu mua sắm này cung cấp cho khách hàng một trải nghiệm mua sắm đầy đủ và thoải mái. khu mua sắm vincom mega mall times city có hơn 500 cửa hàng bao gồm các cửa hàng thời trang, cửa hàng bách hóa, siêu thị, cửa hàng mỹ phẩm, đồ chơi, phụ kiện và nhiều sản phẩm và dịch vụ khác. tại đây, khách hàng có thể tìm thấy những thương hiệu nổi tiếng trong và ngoài nước như zara, h m, mango, nike, adidas, và nhiều thương hiệu khác.khu ẩm thực vincom mega mall times city có đầy đủ các loại hình ẩm thực, từ ẩm thực á, âu đến ẩm thực việt nam truyền thống. khách hàng có thể tìm thấy nhiều nhà hàng nổi tiếng như nhà hàng hàn quốc gogi house, nhà hàng nhật bản kichi kichi, nhà hàng thái lan thai bbq, và nhiều quán ăn khác . ngoài ra, khu ẩm thực vincom mega mall times city còn có nhiều quán cà phê, quán bar và quán trà sữa phục vụ các loại đồ uống ngon và đa dạng. khách hàng có thể thưởng thức các loại cà phê đậm đà hoặc đồ uống trái cây tươi mát tại nhà hàng hoặc quán uống. khách hàng còn có thể tìm thấy các gian hàng đường phố tại khu ẩm thực này, với nhiều món ăn đường phố việt nam truyền thống và các món ăn đặc sản. khu vui chơi tại vincom mega mall times city là một trong những điểm đến giải trí hấp dẫn nhất hà nội. bao gồm khu vui chơi giáo dục vinke, thủy cung, tinni word, go pick, funny land, bowling, rạp chiếu phim, khu vui chơi giáo dục vinke vincom kid s education times city là một phần trong vincom mega mall times city ở hà nội, được thiết kế để cung cấp cho trẻ em một môi trường giáo dục vui nhộn, sáng tạo và bổ ích. các hoạt động trong khu vui chơi giáo dục vinke times city bao gồm trường mầm non vinke trường mầm non này được thiết kế để cung cấp cho trẻ em từ 2 đến 6 tuổi một môi trường học tập an toàn, vui nhộn và sáng tạo. chương trình giáo dục tại đây bao gồm các hoạt động học tập, chơi đùa và phát triển kỹ năng. câu lạc bộ vinke câu lạc bộ này được thiết kế cho trẻ em từ 6 đến 12 tuổi với các hoạt động giáo dục và giải trí bổ ích, bao gồm các lớp học tập về khoa học, nghệ thuật và kỹ năng sống. khu vui chơi giáo dục khu vui chơi giáo dục này có nhiều trò chơi và hoạt động giúp trẻ em học hỏi và phát triển kỹ năng, bao gồm các trò chơi xếp hình, lắp ráp và các hoạt động về khoa học, văn hóa và nghệ thuật. thư viện vinke thư viện này cung cấp cho trẻ em một kho tàng sách về nhiều chủ đề khác nhau, từ khoa học, lịch sử đến nghệ thuật và văn học. thủy cung times city thủy cung này có hơn 300 loài động vật biển, trong đó có nhiều loài quý hiếm và độc đáo. đây, du khách có thể tìm thấy các hồ cá lớn, các bể đại dương và các bể cá cảnh đầy màu sắc.",2025-09-14 23:01:42.396250,2025-09-14
"Vincom Mega Mall Times City, Hà Nội",Dy Alu,1,7 tháng trước,0,,"hầm gửi xe lúc 5 30 ngày 31 8 bảo vệ kiểu thái độ lồi lõm vch kiểu bố đời đưa thẻ cho rồi còn kêu đập thẻ ? trong khi thẻ lưu hình ảnh xe và biển là xog, còn bắt quay lại còn đập thẻ ?",2025-09-14 23:01:42.396250,2025-09-14
"Vincom Mega Mall Times City, Hà Nội",Hải Nguyễn Đình,5,một năm trước,0,,trung tâm thương mại được xây dưới tầng hầm và rất rộng,2025-04-14 23:01:42.396250,2025-04-14
"Vincom Mega Mall Times City, Hà Nội",Duyen Tran,1,2 năm trước,0,,"mình rất không hài lòng về an ninh hầm gửi xe. mình để xe khu 40h ngay lối lên t8. có thể xe do xe mình bị đẩy vào trong, để không đúng chỗ. an ninh dắt xe mình ra chỗ khác. mình không nói. nhưng dắt xuống tận 34k. nằm gọn sau cột, biển xe quay ngược sau. rất rất xa chỗ cũ. đây là giấu xe. rất rất bực luôn",2024-04-14 23:01:42.396250,2024-04-14
"Vincom Mega Mall Times City, Hà Nội",Hương Trà,5,một năm trước,0,,okela nhé đường đi dễ nhiều dvu và hđ có tận 3 tiệm photo booth lận đẹp mà có nhìu đồ nhé,2025-04-14 23:01:42.396250,2025-04-14
"Vincom Mega Mall Times City, Hà Nội",Hiep Nguyen,4,7 tháng trước,0,,"các bác đến chơi thì nên kiểm tra trước giờ mở cửa của vincom nhé ạ. mình đăng kèm ảnh chứa thông tin chi tiết đó. tránh đến sớm quá xong lại phải ngồi chờ ở ngoài sân. hoặc ai lỡ đến sớm rồi thì có thể ra toà nhà t11 để xuống siêu thị winmart chơi, hoặc đi sang bên park hill ngồi chơi ở đồi vọng cảnh. đề nghị vincom làm hệ thống biển báo với chỉ dẫn chi tiết hơn cho lối vào ở hầm b3, chứ mình thấy rất nhiều người không tìm được lối vào trung tâm thương mại ở b3 sau khi đỗ xe ô tô xong. hệ thống thông gió và điều hoà cũng nên tu sửa, nâng cấp lại ạ.",2025-09-14 23:01:42.396250,2025-09-14
"Vincom Mega Mall Times City, Hà Nội",Phượng Nguyễn,1,7 tháng trước,0,,"trời ơi đồ ăn trong win nó dở tệ luôn mn ơi, nếu không bất đắc dĩ mn nên ăn các quán trong trung tâm thương mại nha. mình phải cố ăn hết vì không muốn phí phạm đồ ăn chứ cơm thì nhão nát hết, gà thì cứng mà kiểu khô khốc cắn không được luôn, mỳ hàn thì không có sốt kèm theo phải ăn nước mắm. 0 điểm",2025-09-14 23:01:42.396250,2025-09-14
"Vincom Mega Mall Times City, Hà Nội",GROOT,5,2 tháng trước,0,,trải nghiệm tốt đó,2026-02-14 23:01:42.396250,2026-02-14
"Vincom Mega Mall Times City, Hà Nội",Lệ Thủy Ngô,5,Thời gian chỉnh sửa: một năm trước,0,,"trung tâm thương mại đa dạng dịch vụ mua sắm, ăn uống, vui chơi.",2025-04-14 23:01:42.397756,2025-04-14
"Vincom Mega Mall Times City, Hà Nội",Ngan Duong,5,6 tháng trước,0,,"nhân viên nhanh nhẹn, lễ phép không khí, ghế , view tốt đồ uống cũng được",2025-10-14 23:01:42.397756,2025-10-14
"Vincom Mega Mall Times City, Hà Nội",Nguyen Doan Hoan,5,11 tháng trước,0,,"rộng,đẹp,nhiều địa điểm mua sắm,vui chơi.",2025-05-14 23:01:42.397756,2025-05-14
"Vincom Mega Mall Times City, Hà Nội",Công Thành,4,2 năm trước,0,,"nhà hàng ăn uống nhiều, nhiều khu vui chơi cho trẻ em",2024-04-14 23:01:42.397756,2024-04-14
"Vincom Mega Mall Times City, Hà Nội",Giang Pham,5,một năm trước,0,,mình mới mua được sản phẩm túi chườm thảo mộc và tinh dầu lăn và muối tắm thảo mộc rất hay ở vincom timecity. tên cửa hàng là atz organic. mọi người mua tặng người thân mình thấy rất thực tế và ý nghĩa ạ,2025-04-14 23:01:42.397756,2025-04-14
"Vincom Mega Mall Times City, Hà Nội",Tuấn Anh Nguyễn Hoàng,5,2 năm trước,0,,"vincom mega mall times city là siêu trung tâm thương mại trung tâm thương mại liên hoàn dưới tầng ngầm lớn thứ 2 tại việt nam. không chỉ thu hút bởi thế giới sôi động, kỳ thú dưới lòng đất, times city đã là một điểm đến hấp dẫn của thủ đô bởi chính quang cảnh và hệ thống tiện ích ưu việt của toàn khu đô thị.",2024-04-14 23:01:42.397756,2024-04-14
"Vincom Mega Mall Times City, Hà Nội",Ngọc Tân Đinh,5,7 tháng trước,0,,"đẹp, tiện lợi. chỉ tiếc đoạn từ cửa tới chỗ bắt taxi không có mái che. trời mưa hơi bất tiện ra vào",2025-09-14 23:01:42.397756,2025-09-14
"Vincom Mega Mall Times City, Hà Nội",Thai son Pham,1,8 tháng trước,0,,"chỗ này riêng đoạn t11 điều hoà hỏng lâu lắm rồi nóng quá mà nhân viên sửa như ko, như này chỉ có xách dép cho bên aeon mall",2025-08-14 23:01:42.397756,2025-08-14
"Vincom Mega Mall Smart City, Hà Nội",Marguerite Le,3,2 tháng trước,0,,"cũng bình thường, cách bố trí các cửa hàng khá rối mắt, lối đi bé, vệ sinh không sạch sẽ. lối vào cửa ướt át, bẩn dù hôm mình đến không hề mưa . điểm cộng là có cái hồ nước giữa sảnh tầng 1 trông cũng vui mắt. xe ô tô gửi 10k tiếng. ngày thường có hoá đơn mua hàng trên 500k thì được miễn phí gửi xe. cuối tuần hoặc lễ, tết thì không áp dụng luật này.",2026-02-14 23:01:42.397756,2026-02-14
"Vincom Mega Mall Smart City, Hà Nội",Huyen Chau Nguyen,4,5 tháng trước,0,,"vincom smart city đúng nghĩa là thiên đường giải trí có đủ nhà hàng, quán cà phê, khu vui chơi và vô số cửa hàng mua sắm. không gian rộng, sạch, thoáng, đi bus đến rất tiện, còn ai đi xe riêng thì bãi đỗ xe siêu rộng và dễ tìm chỗ. trước đây gửi xe miễn phí, nhưng gần đây đã bắt đầu tính phí do nhiều khách từ bảo tàng quân sự gần đó gửi nhờ. tuy nhiên, vẫn được miễn phí nếu có hóa đơn mua sắm trên 200k. một điểm trừ là hiện ở đây chưa có rạp chiếu phim đang set up rạp beta trên tầng 2 nhưng chưa biết bao giờ hoạt động . tổng kết đa dạng tiện lợi sôi động, rất đáng để dạo chơi cuối tuần cùng gia đình hoặc bạn bè.",2025-11-14 23:01:42.397756,2025-11-14
"Vincom Mega Mall Smart City, Hà Nội",Đỗ Quang Huy,5,2 tháng trước,0,,trung tâm hơi nhỏ nhưng tầng 1 có cấu trúc bể nước lạ ở việt nam. nước ngoài thì có nhiều rồi. tuy nhiên hơi vắng mặc dù cuối tuần,2026-02-14 23:01:42.397756,2026-02-14
"Vincom Mega Mall Smart City, Hà Nội",Hoang David,5,một tháng trước,0,,cuối tuần lang thang thư giãn cũng tốt,2026-03-14 23:01:42.397756,2026-03-14
"Vincom Mega Mall Smart City, Hà Nội",Ngọc Bom,5,Thời gian chỉnh sửa: 7 tháng trước,0,,nơi đáng để đến trải nghiệm ăn uống và vui chơi mỗi dịp cuối tuần và các ngày lễ,2025-09-14 23:01:42.397756,2025-09-14
"Vincom Mega Mall Smart City, Hà Nội",Khương Hoàng,4,2 tháng trước,0,,"khá ổn so với khu vực này, trang hoàng và nhiều gian hàng đáp ứng mọi nhu cầu mua sắm",2026-02-14 23:01:42.397756,2026-02-14
"Vincom Mega Mall Smart City, Hà Nội",Long Lê,5,một năm trước,0,,"trung tâm thương mại đúng chuẩn với cái tên của nó vậy mega mall về kiến trúc phong cách tinh tế nhẹ nhàng, kết hợp mặt nước cây xanh trong nhà là 1 điểm nhấn rất ấn tượng. chỉ với 3 tầng nổi nhưng rất rộng thoáng, gian hàng bố trí khéo léo, hành lang giao thông rộng, xen kẽ là thang cuốn, thang máy, phục vụ tuyệt vời không bị tắc nghẽn lúc đông khách về đồ ăn với rất nhiều gian hàng ăn uống sẽ là điểm đến tuyệt vời với các tín đồ ẩm thực, từ âu sang á đều có cả. chất lượng tương xứng với giá cả. phù hợp ăn uống với người thân bạn bè lúc vui chơi thư giãn trải nghiệm tại sảnh ra vào có 1 thác nước hình tròn nước được thác tạo ra theo âm nhạc rất cuốn hút người nghe. về dịch vụ, an ninh, rất tốt tiện nghi đầy đủ mọi người an tâm trải nghiệm mua sắm. mọi người có thể tới trải nghiệm và đánh giá nữa nhé! thanks",2025-04-14 23:01:42.397756,2025-04-14
"Vincom Mega Mall Smart City, Hà Nội",Tuấn Lê Anh,5,11 tháng trước,0,,"trung tâm thương mại to, rộng. điểm làm vincom ở đây khác biệt chính là cột nước xả từ trần tầng 3 xuống. chính ra, trong trung tâm thương mại có hồ nước nho nhỏ vậy cũng hay và đặc sắc. tuy nhiên, số lượng khách đến đây không quá nhiều, dồn dập như các trung tâm thương mại khác, ở đây có một không khí gì đó thư giãn hơn. xe nội khu smc1 dừng ngay trước cổng vincom, đối diện là vườn nhật cũng tiện lợi cho người dân.",2025-05-14 23:01:42.397756,2025-05-14
"Vincom Mega Mall Smart City, Hà Nội",Huy Ngô,5,8 tháng trước,0,,"là một trung tâm mua sắm rộng lớn, bên trong có điều hòa mát rười rượi, đủ thứ để có thể mua sắm, ngoài ra còn có khu vui chơi rạp chiếu phim . chỗ này 10h đêm đóng cửa. nhưng đối với sinh viên vào đây hơi khoai",2025-08-14 23:01:42.397756,2025-08-14
"Vincom Mega Mall Smart City, Hà Nội",hai nguyen,5,5 tháng trước,0,,trung tâm rộng thoáng. lần nào vào đây phải ghé pnj xem trang sức. kể có cgv nữa thì tuyệt,2025-11-14 23:01:42.397756,2025-11-14
